number,word,hira,pos,prop1,sub_prop1,prop2,sub_prop2,prop3,sub_prop3,remark,meaning,cnt-word,cnt-word-hira,tmp
558,汚い,きたない,,形容词,形1,,,,,,脏、肮脏,1,1,"(汚い,きたない)"
559,きちんと,きちんと,,副词,,,,,,,整洁、恰当、好好地、准时,1,1,"(きちんと,きちんと)"
560,きっかけ,きっかけ,,名词,,,,,,,契机、诱因,1,1,"(きっかけ,きっかけ)"
561,気づく,きづく,,动词,动1,,,,,自,注意到、察觉,1,1,"(気づく,きづく)"
562,喫茶店,きっさてん,,名词,,,,,,,茶馆、咖啡馆,1,1,"(喫茶店,きっさてん)"
563,切手,きって,五十音,名词,,,,,,,邮票,1,1,"(切手,きって)"
564,きっと,きっと,,副词,,,,,,,一定、必定,1,1,"(きっと,きっと)"
565,切符,きっぷ,,名词,,,,,,,票,1,1,"(切符,きっぷ)"
566,絹,きぬ,,名词,,,,,,,丝绸,1,1,"(絹,きぬ)"
567,記念,きねん,,名词,,动词,动3,,,他,纪念、留念,1,1,"(記念,きねん)"
568,気の毒,きのどく,,形容词,形2,,,,,,感到可怜、同情,1,1,"(気の毒,きのどく)"
569,厳しい,きびしい,,形容词,形1,,,,,,严格的,1,1,"(厳しい,きびしい)"
570,気分,きぶん,,名词,,,,,,,心情、情绪,1,1,"(気分,きぶん)"
571,希望,きぼう,,名词,,动词,动3,,,他,希望、愿望,1,1,"(希望,きぼう)"
572,決まる,きまる,,动词,动1,,,,,自,决定、规定,1,1,"(決まる,きまる)"
573,義務,ぎむ,,名词,,,,,,,义务、本分,1,1,"(義務,ぎむ)"
574,決める,きめる,,动词,动2,,,,,他,定、决定,1,1,"(決める,きめる)"
575,気持ち,きもち,,名词,,,,,,,感受、情绪,1,1,"(気持ち,きもち)"
576,着物,きもの,,名词,,,,,,,衣服,1,1,"(着物,きもの)"
577,疑問,ぎもん,,名词,,,,,,,疑问,1,1,"(疑問,ぎもん)"
578,客,きゃく,,名词,,,,,,,客人,1,1,"(客,きゃく)"
579,逆,ぎゃく,,名词,,形容词,形2,,,,逆、倒、反、颠倒,1,1,"(逆,ぎゃく)"
580,キャベツ,きゃべつ,,名词,,,,,,,圆白菜,1,1,"(キャベツ,きゃべつ)"
581,キャンパス,きゃんぱす,,名词,,,,,,,大学校园,1,1,"(キャンパス,きゃんぱす)"
582,急,きゅう,,名词,,形容词,形2,,,,急、急迫,1,1,"(急,きゅう)"
583,休憩,きゅうけい,,名词,,动词,动3,,,自,休息、歇,1,1,"(休憩,きゅうけい)"
584,急行,きゅうこう,,名词,,,,,,,急往,1,1,"(急行,きゅうこう)"
585,休日,きゅうじつ,,名词,,,,,,,休息日、假日,1,1,"(休日,きゅうじつ)"
586,給食,きゅうしょく,,名词,,,,,,,供餐,1,1,"(給食,きゅうしょく)"
587,牛肉,ぎゅうにく,,名词,,,,,,,牛肉,1,1,"(牛肉,ぎゅうにく)"
588,牛乳,ぎゅうにゅう,,名词,,,,,,,牛奶,1,1,"(牛乳,ぎゅうにゅう)"
589,給料,きゅうりょう,,名词,,,,,,,工资、薪水,1,1,"(給料,きゅうりょう)"
590,旧暦,きゅうれき,,名词,,,,,,,阴历,1,1,"(旧暦,きゅうれき)"
591,行,ぎょう,,名词,,,,,,,行,1,1,"(行,ぎょう)"
592,教育,きょういく,,名词,,动词,动3,,,他,学校教育、教养,1,1,"(教育,きょういく)"
593,教科書,きょうかしょ,,名词,,,,,,,课本,1,1,"(教科書,きょうかしょ)"
594,競技,きょうぎ,,名词,,,,,,,比赛、体育比赛,1,1,"(競技,きょうぎ)"
595,供給,きょうきゅう,,名词,,动词,动3,,,他,供给、供应,1,1,"(供給,きょうきゅう)"
596,ギョーザ,ぎょーざ,,名词,,,,,,,饺子,1,1,"(ギョーザ,ぎょーざ)"
597,教師,きょうし,,名词,,,,,,,教师,1,1,"(教師,きょうし)"
598,教室,きょうしつ,五十音,名词,,,,,,,教室,1,1,"(教室,きょうしつ)"
599,競争,きょうそう,,名词,,动词,动3,,,自,竞争、竞赛,1,1,"(競争,きょうそう)"
600,兄弟,きょうだい,Ｌ15,名词,,,,,,,兄弟,1,1,"(兄弟,きょうだい)"
601,共通,きょうつう,,名词,,动词,动3,,,自,共同、通用,1,1,"(共通,きょうつう)"
602,興味,きょうみ,,名词,,,,,,,兴趣、兴致,1,1,"(興味,きょうみ)"
603,協力,きょうりょく,,名词,,动词,动3,,,自,共同努力、合作,1,1,"(協力,きょうりょく)"
604,曲,きょく,,名词,,,,,,,曲调、曲子,1,1,"(曲,きょく)"
605,距離,きょり,,名词,,,,,,,距离、间隔,1,1,"(距離,きょり)"
606,嫌い,きらい,,形容词,形2,,,,,,不愿、厌烦,1,1,"(嫌い,きらい)"
607,嫌う,きらう,,动词,动1,,,,,他,讨厌、憎恶,1,1,"(嫌う,きらう)"
608,霧,きり,,名词,,,,,,,雾、喷雾,1,1,"(霧,きり)"
609,着る,きる,,动词,动2,,,,,他,穿,1,1,"(着る,きる)"
610,切る,きる,Ｌ09,动词,动1,,,,,他,切、割,1,1,"(切る,きる)"
611,綺麗,きれい,,形容词,形2,,,,,,美丽、漂亮、好看,1,1,"(綺麗,きれい)"
612,切れる,きれる,,动词,动2,,,,,自,锐利、快,1,1,"(切れる,きれる)"
613,記録,きろく,,名词,,动词,动3,,,他,记载、记录,1,1,"(記録,きろく)"
614,極めて,きわめて,,副词,,,,,,,及其、非常,1,1,"(極めて,きわめて)"
615,金,きん,,名词,,,,,,,金,1,1,"(金,きん)"
616,銀,ぎん,,名词,,,,,,,银,1,1,"(銀,ぎん)"
617,金魚,きんぎょ,,名词,,,,,,,金鱼,1,1,"(金魚,きんぎょ)"
618,銀行,ぎんこう,,名词,,,,,,,银行,1,1,"(銀行,ぎんこう)"
619,禁止,きんし,,名词,,动词,动3,,,他,禁止,1,1,"(禁止,きんし)"
620,近所,きんじょ,,名词,,,,,,,附近、近邻,1,1,"(近所,きんじょ)"
621,金属,きんぞく,,名词,,,,,,,金属,1,1,"(金属,きんぞく)"
622,緊張,きんちょう,,名词,,动词,动3,,,自,紧张,1,1,"(緊張,きんちょう)"
623,勤勉,きんべん,,形容词,形2,,,,,,勤劳,1,1,"(勤勉,きんべん)"
624,具合,ぐあい,五十音,名词,,,,,,,情况、情形,1,1,"(具合,ぐあい)"
625,空気,くうき,五十音,名词,,,,,,,空气、气氛,1,1,"(空気,くうき)"
626,空港,くうこう,,名词,,,,,,,机场,1,1,"(空港,くうこう)"
627,草,くさ,五十音,名词,,,,,,,草,1,1,"(草,くさ)"
628,臭い,くさい,,形容词,形1,,,,,,有异味的、臭的、可疑的,1,1,"(臭い,くさい)"
629,腐る,くさる,,动词,动1,,,,,自,腐烂、腐朽,1,1,"(腐る,くさる)"
630,崩す,くずす,,动词,动1,,,,,他,拆毁、打乱,1,1,"(崩す,くずす)"
631,薬,くすり,L02,名词,,,,,,,药,1,1,"(薬,くすり)"
632,崩れる,くずれる,,动词,动2,,,,,自,崩溃、坍塌、倒塌,1,1,"(崩れる,くずれる)"
633,癖,くせ,,名词,,,,,,,癖好、习惯,1,1,"(癖,くせ)"
634,くださる,くださる,,动词,动1,,,,,他,送、给,1,1,"(くださる,くださる)"
635,果物,くだもの,,名词,,,,,,,水果,1,1,"(果物,くだもの)"
636,降る,くだる,,动词,动1,,,,,自,下降,2,1,"(降る,くだる)"
637,口,くち,,名词,,,,,,,嘴,1,1,"(口,くち)"
638,唇,くちびる,,名词,,,,,,,嘴唇,1,1,"(唇,くちびる)"
639,靴,くつ,五十音,名词,,,,,,,鞋子,1,1,"(靴,くつ)"
640,靴下,くつした,,名词,,,,,,,袜子,1,1,"(靴下,くつした)"
641,国,くに,Ｌ15,名词,,,,,,,国家,1,1,"(国,くに)"
642,配る,くばる,,动词,动1,,,,,他,分配、分送,1,1,"(配る,くばる)"
643,首,くび,,名词,,,,,,,脑袋、头部,1,1,"(首,くび)"
644,工夫,くふう,,名词,,动词,动3,,,他,设法、想办法,1,1,"(工夫,くふう)"
645,区別,くべつ,,名词,,动词,动3,,,他,区别、差异,1,1,"(区別,くべつ)"
646,組,くみ,,名词,,,,,,,编绳、合作组织、班,1,1,"(組,くみ)"
647,組み合わせる,くみあわせる,,动词,动2,,,,,他,编在一起,1,1,"(組み合わせる,くみあわせる)"
648,組む,くむ,,动词,动1,,,,,自他,联合、组织起来,1,1,"(組む,くむ)"
649,雲,くも,五十音,名词,,,,,,,云,1,1,"(雲,くも)"
650,曇る,くもる,,动词,动1,,,,,自,阴天,1,1,"(曇る,くもる)"
651,悔しい,くやしい,,形容词,形1,,,,,,令人懊悔、遗憾,1,1,"(悔しい,くやしい)"
652,暗い,くらい,,形容词,形1,,,,,,昏暗、黑暗,1,1,"(暗い,くらい)"
653,グラウンド,ぐらうんど,,名词,,,,,,,运动场、球场,1,1,"(グラウンド,ぐらうんど)"
654,暮らす,くらす,,动词,动1,,,,,自他,生活、度日,1,1,"(暮らす,くらす)"
655,クラス,くらす,L03,名词,,,,,,,班级,1,1,"(クラス,くらす)"
656,クラスメート,くらすめーと,,名词,,,,,,,同学,1,1,"(クラスメート,くらすめーと)"
657,クラブ,くらぶ,,名词,,,,,,,俱乐部,1,1,"(クラブ,くらぶ)"
658,比べる,くらべる,,动词,动2,,,,,他,比较、对比,1,1,"(比べる,くらべる)"
659,繰り返す,くりかえす,,动词,动1,,,,,他,反复、重复,1,1,"(繰り返す,くりかえす)"
660,クリスマス,くりすます,,名词,,,,,,,圣诞节,1,1,"(クリスマス,くりすます)"
661,クリック,くりっく,,名词,,动词,动3,,,他,点击,1,1,"(クリック,くりっく)"
662,来る,くる,Ｌ10,动词,动3,,,,,自,来、到来,1,1,"(来る,くる)"
663,グループ,ぐるーぷ,,名词,,,,,,,集合、集团,1,1,"(グループ,ぐるーぷ)"
664,苦しい,くるしい,,形容词,形1,,,,,,痛苦、难受、疼,1,1,"(苦しい,くるしい)"
665,苦しむ,くるしむ,,动词,动1,,,,,自,感到痛苦、感到难受,1,1,"(苦しむ,くるしむ)"
666,車,くるま,L10,名词,,,,,,,车轮、小汽车,1,1,"(車,くるま)"
667,クレジットカード,くれじっとかーど,,名词,,,,,,,信用卡,1,1,"(クレジットカード,くれじっとかーど)"
668,暮れる,くれる,,动词,动2,,,,,自,天黑、入夜,1,1,"(暮れる,くれる)"
669,くれる,くれる,,动词,动2,,,,,他,给（我）,1,1,"(くれる,くれる)"
670,黒,くろ,,名词,,,,,,,黑色,1,1,"(黒,くろ)"
671,黒い,くろい,,形容词,形1,,,,,,黑色的,1,1,"(黒い,くろい)"
672,苦労,くろう,,名词,,动词,动3,,,自,辛苦、劳苦,1,1,"(苦労,くろう)"
673,加える,くわえる,,动词,动2,,,,,他,加上、增加,1,1,"(加える,くわえる)"
674,詳しい,くわしい,,形容词,形1,,,,,,详细的,1,1,"(詳しい,くわしい)"
675,加わる,くわわる,,动词,动1,,,,,自,增多、增加,1,1,"(加わる,くわわる)"
676,君,くん,,缀词(后),,,,,,,同志,1,1,"(君,くん)"
677,毛,け,,名词,,,,,,,毛、毛发,1,1,"(毛,け)"
678,経営,けいえい,,名词,,动词,动3,,,他,经营,1,1,"(経営,けいえい)"
679,計画,けいかく,,名词,,动词,动3,,,他,计划,1,1,"(計画,けいかく)"
680,景気,けいき,,名词,,,,,,,景气、市面,1,1,"(景気,けいき)"
681,経験,けいけん,,名词,,动词,动3,,,他,经验、经历,1,1,"(経験,けいけん)"
682,傾向,けいこう,,名词,,,,,,,倾向、趋势,1,1,"(傾向,けいこう)"
683,経済,けいざい,,名词,,,,,,,经济,1,1,"(経済,けいざい)"
684,警察,けいさつ,,名词,,,,,,,警察,1,1,"(警察,けいさつ)"
685,計算,けいさん,,名词,,动词,动3,,,他,计算,1,1,"(計算,けいさん)"
686,形式,けいしき,,名词,,,,,,,形式、方式,1,1,"(形式,けいしき)"
687,掲示板,けいじばん,,名词,,,,,,,布告牌,1,1,"(掲示板,けいじばん)"
688,芸術,げいじゅつ,,名词,,,,,,,艺术,1,1,"(芸術,げいじゅつ)"
689,携帯電話,けいたいでんわ,,名词,,,,,,,手机,1,1,"(携帯電話,けいたいでんわ)"
690,ケーキ,けーき,L02,名词,,,,,,,蛋糕,1,1,"(ケーキ,けーき)"
691,ゲーム,げーむ,,名词,,,,,,,游戏,1,1,"(ゲーム,げーむ)"
692,怪我,けが,,名词,,动词,动3,,,自,受伤、负伤,1,1,"(怪我,けが)"
693,劇,げき,,名词,,,,,,,剧烈、戏剧,1,1,"(劇,げき)"
694,今朝,けさ,,名词,,,,,,,今天早上,1,1,"(今朝,けさ)"
695,景色,けしき,,名词,,,,,,,景色,1,1,"(景色,けしき)"
696,消しゴム,けしごむ,,名词,,,,,,,橡皮,1,1,"(消しゴム,けしごむ)"
697,下旬,げじゅん,,名词,,,,,,,下旬,1,1,"(下旬,げじゅん)"
698,化粧,けしょう,,名词,,动词,动3,,,自,化妆,1,1,"(化粧,けしょう)"
699,消す,けす,Ｌ11,动词,动1,,,,,他,消去、关（灯）、切断（电源等）,1,1,"(消す,けす)"
700,削る,けずる,,动词,动1,,,,,他,削、剥（皮）,1,1,"(削る,けずる)"
701,結果,けっか,,名词,,,,,,,结果,1,1,"(結果,けっか)"
702,結局,けっきょく,,名词,,副词,,,,,结局、结果,1,1,"(結局,けっきょく)"
703,けっこう,けっこう,,副词,,形容词,形2,,,,相当、颇、很,1,1,"(けっこう,けっこう)"
704,結婚,けっこん,,名词,,动词,动3,,,自,结婚,1,1,"(結婚,けっこん)"
705,決して,けっして,,副词,,,,,,,绝对（不～）,1,1,"(決して,けっして)"
706,決心,けっしん,,名词,,动词,动3,,,自他,决心、决意、决计,1,1,"(決心,けっしん)"
707,欠席,けっせき,,名词,,动词,动3,,,自,缺席,1,1,"(欠席,けっせき)"
708,決定,けってい,,名词,,动词,动3,,,自他,决定,1,1,"(決定,けってい)"
709,欠点,けってん,,名词,,,,,,,缺点,1,1,"(欠点,けってん)"
710,煙,けむり,,名词,,,,,,,烟、烟尘、烟雾,1,1,"(煙,けむり)"
711,ける,ける,,动词,动1,,,,,他,踢、踹、蹬、使脚猛地碰撞物体,1,1,"(ける,ける)"
712,けれども,けれども,,连词,,,,,,,虽然、尽管、但是,1,1,"(けれども,けれども)"
713,県,けん,,名词,,,,,,,县（日本行政区划）,1,1,"(県,けん)"
714,軒,けん,,名词,,,,,,,屋檐、房屋、所、栋,1,1,"(軒,けん)"
715,元,げん,L09,名词,,量词,,,,,起源、原因,2,1,"(元,げん)"
716,原因,げんいん,,名词,,,,,,,原因,1,1,"(原因,げんいん)"
717,喧嘩,けんか,,名词,,动词,动3,,,自,口角、吵架、打架,1,1,"(喧嘩,けんか)"
718,見学,けんがく,,名词,,动词,动3,,,他,参观学习,1,1,"(見学,けんがく)"
719,玄関,げんかん,,名词,,,,,,,前门、大门,1,1,"(玄関,げんかん)"
720,元気,げんき,五十音,名词,,形容词,形2,,,,活力、活泼、健康,1,1,"(元気,げんき)"
721,研究,けんきゅう,,名词,,动词,动3,,,他,研究,1,1,"(研究,けんきゅう)"
722,健康,けんこう,,名词,,形容词,形2,,,,健康,1,1,"(健康,けんこう)"
723,検査,けんさ,,名词,,动词,动3,,,他,检查、检验,1,1,"(検査,けんさ)"
724,現在,げんざい,,名词,,,,,,,现在、目前,1,1,"(現在,げんざい)"
725,原子力,げんしりょく,,名词,,,,,,,原子能,1,1,"(原子力,げんしりょく)"
726,建設,けんせつ,,名词,,动词,动3,,,他,建设,1,1,"(建設,けんせつ)"
727,現代,げんだい,,名词,,,,,,,现代、现今、当代,1,1,"(現代,げんだい)"
728,建築,けんちく,,名词,,动词,动3,,,他,建筑、构造、结构,1,1,"(建築,けんちく)"
729,検討,けんとう,,名词,,动词,动3,,,他,讨论、探讨、研究,1,1,"(検討,けんとう)"
730,現場,げんば,,名词,,,,,,,现场,1,1,"(現場,げんば)"
731,見物,けんぶつ,,名词,,动词,动3,,,他,观赏、游览、观光,1,1,"(見物,けんぶつ)"
732,権利,けんり,,名词,,,,,,,权利,1,1,"(権利,けんり)"
733,原料,げんりょう,,名词,,,,,,,原料,1,1,"(原料,げんりょう)"
734,個,こ,,名词,,,,,,,个、只、个体,1,1,"(個,こ)"
735,子,こ,,名词,,,,,,,子女、孩子,1,1,"(子,こ)"
736,ご,ご,,缀词(前),,,,,,,用于表示尊敬、表示自谦、表示礼貌,1,1,"(ご,ご)"
737,語,ご,,缀词(后),,,,,,,语言、话,1,1,"(語,ご)"
738,後,ご,,缀词(后),,,,,,,（时间）以后,2,1,"(後,ご)"
739,濃い,こい,,形容词,形1,,,,,,（颜色）深、浓、（酒）烈,1,1,"(濃い,こい)"
740,号,ごう,,缀词(后),,,,,,,期、号（表示顺序、序号）、～号（交通工具）,1,1,"(号,ごう)"
741,好意,こうい,,名词,,,,,,,好意、美意、善意,1,1,"(好意,こうい)"
742,行為,こうい,,名词,,,,,,,行为、行动、举动,1,1,"(行為,こうい)"
743,公園,こうえん,L06,名词,,,,,,,公园,1,1,"(公園,こうえん)"
744,後悔,こうかい,,名词,,动词,动3,,,他,后悔、懊悔,1,1,"(後悔,こうかい)"
745,郊外,こうがい,,名词,,,,,,,郊区、郊外,1,1,"(郊外,こうがい)"
746,公害,こうがい,,名词,,,,,,,公害,1,1,"(公害,こうがい)"
747,合格,ごうかく,,名词,,动词,动3,,,自,及格、考上、合格,1,1,"(合格,ごうかく)"
748,交換,こうかん,,名词,,动词,动3,,,他,交换,1,1,"(交換,こうかん)"
749,工業,こうぎょう,,名词,,,,,,,工业,1,1,"(工業,こうぎょう)"
750,交響曲,こうきょうきょく,,名词,,,,,,,交响曲,1,1,"(交響曲,こうきょうきょく)"
751,合計,ごうけい,,名词,,动词,动3,,,他,和、总和、总计、合计,1,1,"(合計,ごうけい)"
752,高校,こうこう,,名词,,,,,,,高中,1,1,"(高校,こうこう)"
753,広告,こうこく,,名词,,,,,,,广告,1,1,"(広告,こうこく)"
754,交差点,こうさてん,,名词,,,,,,,十字路口、交叉点,1,1,"(交差点,こうさてん)"
755,工事,こうじ,,名词,,动词,动3,,,自,工程、工事、施工,1,1,"(工事,こうじ)"
756,こうして,こうして,,副词,,,,,,,如此、这样、于是,1,1,"(こうして,こうして)"
757,工場,こうじょう,,名词,,,,,,,工厂、厂房、车间,1,1,"(工場,こうじょう)"
758,紅茶,こうちゃ,,名词,,,,,,,红茶,1,1,"(紅茶,こうちゃ)"
759,交通,こうつう,L13-2,名词,,,,,,,交通,1,1,"(交通,こうつう)"
760,校庭,こうてい,,名词,,,,,,,校园,1,1,"(校庭,こうてい)"
761,行動,こうどう,,名词,,动词,动3,,,自,行动,1,1,"(行動,こうどう)"
762,後輩,こうはい,,名词,,,,,,,后生、晚辈,1,1,"(後輩,こうはい)"
763,交番,こうばん,,名词,,,,,,,派出所、交替,1,1,"(交番,こうばん)"
764,幸福,こうふく,,名词,,形容词,形2,,,,幸福,1,1,"(幸福,こうふく)"
765,公平,こうへい,,名词,,形容词,形2,,,,公平、公道,1,1,"(公平,こうへい)"
766,紅葉,こうよう,,名词,,动词,动3,,,自,秋末红叶、霜叶,2,1,"(紅葉,こうよう)"
767,交流,こうりゅう,,名词,,动词,动3,,,自,交流、往来、互动,1,1,"(交流,こうりゅう)"
768,声,こえ,,名词,,,,,,,声音、语音、声响,1,1,"(声,こえ)"
769,超える,こえる,,动词,动2,,,,,自,超出、超过,1,1,"(超える,こえる)"
770,越える,こえる,,动词,动2,,,,,自,越过、穿过、超越,1,1,"(越える,こえる)"
771,コ―ス,こ―す,,名词,,,,,,,道路、路线、跑道、课程,1,1,"(コ―ス,こ―す)"
772,コ―ト,こ―と,,名词,,,,,,,上衣、外套、（西服）上衣,1,1,"(コ―ト,こ―と)"
773,コ―ヒ―,こ―ひ―,,名词,,,,,,,咖啡,1,1,"(コ―ヒ―,こ―ひ―)"
774,コ―ラ,こ―ら,,名词,,,,,,,（可口）可乐,1,1,"(コ―ラ,こ―ら)"
775,氷,こおり,L02,名词,,,,,,,冰,1,1,"(氷,こおり)"
776,ゴ―ル,ご―る,,名词,,,,,,,终点、球门、目标,1,1,"(ゴ―ル,ご―る)"
777,凍る,こおる,,动词,动1,,,,,自,冻、结冰,1,1,"(凍る,こおる)"
778,呼吸,こきゅう,,名词,,动词,动3,,,自他,呼吸,1,1,"(呼吸,こきゅう)"
779,故郷,こきょう,,名词,,,,,,,故乡,2,1,"(故郷,こきょう)"
780,こぐ,こぐ,,动词,动1,,,,,他,                 划（船）、摇（橹）,1,1,"(こぐ,こぐ)"
781,国語,こくご,,名词,,,,,,,本国语言、标准语,1,1,"(国語,こくご)"
782,国際,こくさい,,名词,,,,,,,国际,1,1,"(国際,こくさい)"
783,国土,こくど,,名词,,,,,,,国土、领土、乡土,1,1,"(国土,こくど)"
784,黒板,こくばん,,名词,,,,,,,黑板,1,1,"(黒板,こくばん)"
785,国民,こくみん,,名词,,,,,,,国民,1,1,"(国民,こくみん)"
786,午後,ごご,,名词,,,,,,,下午,1,1,"(午後,ごご)"
787,心,こころ,,名词,,,,,,,心、心里、心地、心情、心灵,1,1,"(心,こころ)"
788,志,こころざし,,名词,,,,,,,志、志向,1,1,"(志,こころざし)"
789,腰,こし,,名词,,,,,,,腰、腰部,1,1,"(腰,こし)"
790,腰掛ける,こしかける,,动词,动2,,,,,自,坐下,1,1,"(腰掛ける,こしかける)"
791,故障,こしょう,,名词,,动词,动3,,,自,故障,1,1,"(故障,こしょう)"
792,個人,こじん,,名词,,,,,,,个人,1,1,"(個人,こじん)"
793,こする,こする,,动词,动1,,,,,他,擦、搓,1,1,"(こする,こする)"
794,午前,ごぜん,,名词,,,,,,,上午,1,1,"(午前,ごぜん)"
795,古代,こだい,,名词,,,,,,,古代,1,1,"(古代,こだい)"
796,答える,こたえる,,动词,动2,,,,,自,回答、答复,1,1,"(答える,こたえる)"
797,ご馳走,ごちそう,,名词,,动词,动3,,,他,款待、宴请,1,1,"(ご馳走,ごちそう)"
798,小遣い,こづかい,,名词,,,,,,,零花钱,1,1,"(小遣い,こづかい)"
799,コック,こっく,,名词,,,,,,,炊事员、厨师,1,1,"(コック,こっく)"
800,コップ,こっぷ,五十音,名词,,,,,,,杯子,1,1,"(コップ,こっぷ)"
801,事,こと,,名词,,,,,,,事、事情,1,1,"(事,こと)"
802,ごとに,ごと（に）,,缀词(后),,,,,,,每次、总是,1,1,"(ごとに,ごと（に）)"
803,言葉,ことば,,名词,,,,,,,话语、言词、语言、外语、单词,1,1,"(言葉,ことば)"
804,断る,ことわる,,动词,动1,,,,,他,拒绝、事先打招呼,1,1,"(断る,ことわる)"
805,子供,こども,Ｌ13,名词,,,,,,,小孩、孩子,1,1,"(子供,こども)"
806,小鳥,ことり,,名词,,,,,,,小鸟,1,1,"(小鳥,ことり)"
807,粉,こな,,名词,,,,,,,粉末,1,1,"(粉,こな)"
808,この間,このあいだ,,名词,,,,,,,前一阵子、前些时候、前几天,1,1,"(この間,このあいだ)"
809,このごろ,このごろ,,名词,,,,,,,近来、这些天来,1,1,"(このごろ,このごろ)"
810,ご飯,ごはん,,名词,,,,,,,饭食、米饭,1,1,"(ご飯,ごはん)"
811,コピー,こぴ―,,名词,,动词,动3,,,他,复印,1,1,"(コピー,こぴ―)"
812,コマ―シャル,こま―しゃる,,名词,,,,,,,商业的、商务的、商业广告,1,1,"(コマ―シャル,こま―しゃる)"
813,細かい,こまかい,,形容词,形1,,,,,,小、细、零碎、详细、精密,1,1,"(細かい,こまかい)"
814,困る,こまる,,动词,动1,,,,,自,为难、没有办法、难以处理,1,1,"(困る,こまる)"
815,ごみ,ごみ,,名词,,,,,,,垃圾,1,1,"(ごみ,ごみ)"
816,コミュニケ―ション,こみゅにけ―しょん,,名词,,,,,,,沟通、交流,1,1,"(コミュニケ―ション,こみゅにけ―しょん)"
817,込む,こむ,,动词,动1,,,,,自,混杂、拥挤,1,1,"(込む,こむ)"
818,ゴム,ごむ,,名词,,,,,,,弹性橡胶、橡胶,1,1,"(ゴム,ごむ)"
819,米,こめ,,名词,,,,,,,稻米、大米,1,1,"(米,こめ)"
820,込める,こめる,,动词,动2,,,,,他,集中精力、装填,1,1,"(込める,こめる)"
821,ご覧,ごらん,,名词,,,,,,,“看”的郑重说法,1,1,"(ご覧,ごらん)"
822,これから,これから,,名词,,,,,,,从今以后、今后、从此,1,1,"(これから,これから)"
823,頃,ころ,,名词,,,,,,,时候、时期,2,1,"(頃,ころ)"
824,頃,ごろ,,缀词(后),,,,,,,～时分、～前后、～左右,2,1,"(頃,ごろ)"
825,転げる,ころげる,,动词,动2,,,,,自,滚转、摔倒、倒下,1,1,"(転げる,ころげる)"
826,殺す,ころす,,动词,动1,,,,,他,杀死、宰、控制、憋着,1,1,"(殺す,ころす)"
827,転ぶ,ころぶ,,动词,动1,,,,,自,跌倒、滚动,1,1,"(転ぶ,ころぶ)"
828,怖い,こわい,,形容词,形1,,,,,,令人害怕的、可怕的、令人惊恐的,1,1,"(怖い,こわい)"
829,壊す,こわす,,动词,动1,,,,,他,弄坏、毁坏、损害,1,1,"(壊す,こわす)"
830,壊れる,こわれる,,动词,动2,,,,,自,坏、碎、毁、坍,1,1,"(壊れる,こわれる)"
831,今回,こんかい,,名词,,,,,,,此次、这回,1,1,"(今回,こんかい)"
832,今後,こんご,,名词,,,,,,,今后、以后、将来,1,1,"(今後,こんご)"
833,コンサ―ト,こんさ―と,,名词,,,,,,,音乐会,1,1,"(コンサ―ト,こんさ―と)"
834,混雑,こんざつ,,名词,,动词,动3,,,自,许多东西混杂、拥挤,1,1,"(混雑,こんざつ)"
835,今度,こんど,,名词,,,,,,,下次、下回、这回、这次,1,1,"(今度,こんど)"
836,困難,こんなん,,名词,,形容词,形2,,,,困难,1,1,"(困難,こんなん)"
837,今晩,こんばん,,名词,,,,,,,今天晚上,1,1,"(今晩,こんばん)"
838,コンビニ,こんびに,,名词,,,,,,,便利店,1,1,"(コンビニ,こんびに)"
839,コンピュ―タ―,こんぴゅ―た―,,名词,,,,,,,电脑、计算机,1,1,"(コンピュ―タ―,こんぴゅ―た―)"
840,今夜,こんや,,名词,,,,,,,今夜、今晚,1,1,"(今夜,こんや)"
841,差,さ,,名词,,,,,,,差别、差异、差距,1,1,"(差,さ)"
842,さあ,さあ,,感叹词,,,,,,,感叹词、表示劝诱或催促、表示难以判断,1,1,"(さあ,さあ)"
843,サービス,さ―びす,,名词,,动词,动3,,,自,服务,1,1,"(サービス,さ―びす)"
844,最近,さいきん,,名词,,,,,,,最近、近来,1,1,"(最近,さいきん)"
845,細工,さいく,,名词,,,,,,,手工艺、工艺品,1,1,"(細工,さいく)"
846,歳月,さいげつ,,名词,,,,,,,岁月,1,1,"(歳月,さいげつ)"
847,最後,さいご,,名词,,,,,,,最后,1,1,"(最後,さいご)"
848,財産,ざいさん,,名词,,,,,,,财产,1,1,"(財産,ざいさん)"
849,最初,さいしょ,,名词,,,,,,,最初、起初、起先,1,1,"(最初,さいしょ)"
850,最中,さいちゅう,,名词,,,,,,,正在～中、正在～时候、最盛时期,1,1,"(最中,さいちゅう)"
851,才能,さいのう,,名词,,,,,,,才能,1,1,"(才能,さいのう)"
852,裁判,さいばん,,名词,,动词,动3,,,他,裁断、裁判、审判,1,1,"(裁判,さいばん)"
853,財布,さいふ,五十音,名词,,,,,,,钱包,1,1,"(財布,さいふ)"
854,材料,ざいりょう,,名词,,动词,动3,,,自,材料、素材,1,1,"(材料,ざいりょう)"
855,幸い,さいわい,,名词,,形容词,形2,,,,幸福、幸运、幸而、幸亏,1,1,"(幸い,さいわい)"
856,サイン,さいん,,名词,,动词,动3,,,自,署名、签字、签名,1,1,"(サイン,さいん)"
